40038702,3280
1,16846091,Inspire,90097,Capo Productions,100
2,418603077,告白气球,6452,周杰伦,87
3,36199531,盲点,7763,G.E.M.邓紫棋,85
4,298258,吴哥窟,9615,吴雨霏,73
5,370776,二十世纪少年(Unplugged),12549,Ping Pung,63
6,28949444,喜欢你,7763,G.E.M.邓紫棋,48
7,307024,奇洛李维斯回信,9944,薛凯琪,45
8,26427653,风从海面吹过来,711683,好妹妹,45
9,165237,丫头,5531,王童语,43
10,192384,十指紧扣,6487,张智霖,43
11,152392,讲不出再见,5205,谭咏麟,43
12,208902,红色高跟鞋,7214,蔡健雅,43
13,31010921,友谊万岁,10204,杨千嬅,40
14,409102911,Home,805419,王诗安,38
15,33004552,最长的旅途,1088047,张若昀,38
16,4894309,カノン,13950,DJ Okawari,37
17,29418039,烟火里的尘埃,861777,华晨宇,36
18,25694250,其实我还好,6076,俞灏明,36
19,35403523,陪你度过漫长岁月,2116,陈奕迅,36
20,27969800,Soldier,74738,Samantha Jade,36
21,157099,谁明浪子心,5358,王杰/赵学而,36
22,5409451,키 작은 꼬마 이야기,123646,哈哈,35
23,5267256,爱很简单,5196,陶喆,35
24,261045,我和春天有个约会,8370,刘雅丽,34
25,776923,Sunshine,20453,MONKEY MAJIK,34
26,308353,钟无艳,9952,谢安琪,33
27,5392348,커플,127601,水晶男孩,33
28,36103237,一路逆风,7763,G.E.M.邓紫棋,33
29,26543910,White love(스키장에서),127810,Turbo,33
30,4108623,All About Us,15024219,He Is We/Owl City,33
31,4017240,Intro: The Dawn,90511,Dreamtale,33
32,76916,黄玫瑰,2517,刀郎,32
33,29771231,我们的明天,1038093,鹿晗,32
34,19542337,Hall of Fame,102028,The Script/will.i.am,32
35,26418130,时间煮雨,10200,郁可唯,32
36,276294,相思,8921,毛阿敏,32
37,1330348068,起风了,12085562,买辣椒也用券,32
38,2872271,So:Lo,62899,Kate Havnevik,32
39,5086081,River Flows In You (Original Mix),211838,Mark Pride,32
40,531295576,最美的期待,10558,周笔畅,31
41,410518476,有心人,7763,G.E.M.邓紫棋,31
42,33190448,最长的旅途,893267,李琦,31
43,4874558,小乌龟,6480,张栋梁,30
44,174122,面具,5871,许廷铿,30
45,28068286,Better Me,9944,薛凯琪,30
46,22778415,Say You Love Me feat. Tamala,14527,西原健一郎,30
47,189602,青花,6652,周传雄,30
48,26031153,大哥,9605,卫兰,30
49,347355,情人,11127,Beyond,30
50,30841076,I Really Like You,50934,Carly Rae Jepsen,30
51,29401322,Soldier Of Your Love,318675,Keely Hawkes,30
52,424474011,I Don't Know,805419,王诗安,29
53,32192436,绅士,5781,薛之谦,29
54,36308916,Monody,1019952,TheFatRat/Laura Brehm,29
55,34828971,바람이나 좀 쐐,869001,Gary/MIWOO,29
56,31838019,Midnight Owl,1015658,Amphibious Zoo Music,29
57,2411634,A Thousand Years,52979,Christina Perri,29
58,29764564,自拍,4292,李荣浩,28
59,21273745,Just A Dream,40431,Nelly,28
60,17793698,Whistle,56783,Flo Rida,28
61,95385,样样红,3082,黄安,28
62,202373,南方姑娘,6731,赵雷,28
63,205342,给我一个理由忘记,7063,ALin,28
64,28568243,爱情呼救999,9939,弦子/吴克群,27
65,19047042,Somewhere Only We Know,95278,Keane,27
66,16483438,On My Own,87231,Ashes Remain,27
67,29436904,南山南,4592,马頔,27
68,16686122,Just A Kiss,95456,Lady A,27
69,571338279,往后余生,14312549,王贰浪,27
70,16323797,Rylynn,27600,Andy McKee,27
71,5041908,Never Say Never,101985,The Fray,27
72,4331114,Gomenasai,131243,t.A.T.u.,27
73,393705,英雄的黎明,15872,横山菁児,27
74,168153,那一年,5770,许巍,27
75,191171,无赖,6473,郑中基,27
76,22298857,Littlest Things,64146,Lily Allen,26
77,28828074,Because of You,37065,Josh Vietti,26
78,17195051,Bored Of Your Love (Album Version),66393,Meg & Dia/Dia Frampton,26
79,25706282,夜空中最亮的星,12977,逃跑计划,26
80,27759600,Five Hundred Miles,35331,Justin Timberlake/Carey Mulligan/Stark Sands,26
81,27890306,意外,5781,薛之谦,26
82,20744788,With An Orchid,46198,Yanni,26
83,156846,不浪漫罪名,5358,王杰,26
84,34916642,夏洛特烦恼,166014,金志文,26
85,227012,雪,7591,杜婧荧/王艺翔,26
86,112678,铁血丹心,3698,罗文/甄妮,26
87,26506216,Arash feat. Helena ''Arash'',27642,Arash,26
88,150430,就是爱你,5196,陶喆,26
89,108576,发现爱,3684,林俊杰/金莎,25
90,1807865,The Saltwater Room,40859,Owl City/Breanne Düren,25
91,28793502,后会无期,7763,G.E.M.邓紫棋,25
92,3780390,Stupid,83122,Tone Damli Aaberge,25
93,436514312,成都,6731,赵雷,25
94,31654479,Star Sky - Instrumental,102714,Two Steps From Hell,25
95,26524051,The One,783008,Aina Brown,25
96,151142,你,5200,屠洪刚,25
97,16629199,Back At One,29324,Brian McKnight,25
98,1491585,Traveling Light,35375,Joel Hanson/Sara Groves,25
99,308299,喜帖街,9952,谢安琪,25
100,38592976,Dream It Possible,489045,Delacey,24
