27022028,4598
1,19572271,Gotta Have You,101981,The Weepies,100
2,18127334,Wake Me up When September Ends,93187,Green Day,62
3,22842426,헤어지지 못하는 여자, 떠나가지 못하는 남자,127089,Leessang/郑仁,51
4,308353,钟无艳,9952,谢安琪,47
5,29357101,去大理,3255,黄渤,45
6,308299,喜帖街,9952,谢安琪,43
7,118261,七友,3722,梁汉文,42
8,29966565,Love Me Like You Do,56598,Ellie Goulding,40
9,26470630,Home,38855,Michael Bublé,40
10,125352,墨尔本的翡翠,3796,林颐,38
11,66841,兄妹,2116,陈奕迅,34
12,27845535,Crazy Bird,333557,Wild Child,33
13,186114,爱在西元前,6452,周杰伦,32
14,32639368,Roses,893484,The Chainsmokers/ROZES,32
15,17177324,Yellow,89365,Coldplay,31
16,28815250,平凡之路,4721,朴树,31
17,16607972,Live Like You're Dying,64143,Lenka,31
18,29818120,算什么男人,6452,周杰伦,30
19,17863892,Hero,92752,Family of the Year,30
20,5041667,Try,28727,Asher Monroe,28
21,28892408,我的天空,189873,南征北战NZBZ,28
22,22834024,Good Night,127311,Nell,26
23,31789317,LOSER,126339,BIGBANG,26
24,5247677,背影,3685,林宥嘉,26
25,26233086,Just Give Me A Reason,841344,PINK,25
26,297547,学会,9608,王菀之,25
27,108281,想自由,3685,林宥嘉,25
28,29460213,独家村,9952,谢安琪,24
29,29431066,奇妙能力歌,1007170,陈粒,23
30,30841076,I Really Like You,50934,Carly Rae Jepsen,23
31,27588486,陪我看日出,3348,回音哥,23
32,64435,囍帖街(Live),2116,陈奕迅,23
33,29535690,我绝对不能失去你,11679,GALA,23
34,229302,是非题,7652,范玮琪,23
35,1934617,Crazy,42937,Simple Plan,23
36,28285910,岁月神偷,893259,金玟岐,23
37,72408,天后,2201,陈势安,23
38,27759600,Five Hundred Miles,35331,Justin Timberlake/Carey Mulligan/Stark Sands,22
39,229137,最亲爱的你,7652,范玮琪,22
40,86849,爱与诚,2849,古巨基,22
41,65060,想哭,2116,陈奕迅,22
42,27538254,女儿情,5345,万晓利,22
43,28566210,Boom Clap (From the Motion Picture Das Schicksal ist ein mieser Verräter),53092,Charli XCX,21
44,21373929,So What (Main Version),70821,P!nk,21
45,29460214,我可以被这个世界淘汰, 但不可以被世界击败,9952,谢安琪,21
46,4875075,遇到,203162,方雅贤,21
47,531051217,等你下课 (with 杨瑞代),6452,周杰伦,20
48,19542337,Hall of Fame,102028,The Script/will.i.am,20
49,27556211,All of Me,35342,John Legend,20
50,453927768,宝贝 (in a day),10557,张悬,19
51,346069,冷雨夜,11127,Beyond,19
52,3313203,You Da One,72724,Rihanna,19
53,4433364,Summer Vibe,105493,Walk off the Earth,19
54,247165,我们总是在寻找,8103,花粥,19
55,29753832,祝星,1007170,陈粒,18
56,27646786,活着,3071,郝云,18
57,33190448,最长的旅途,893267,李琦,18
58,27867449,倾城,2116,陈奕迅,18
59,21572439,Don't Leave Me (Ne Me Quitte Pas),72722,Regina Spektor,18
60,256478,失踪,8336,林忆莲,18
61,66849,谢谢,2116,陈奕迅,18
62,26902930,如水,9605,卫兰,18
63,350760,农夫渔夫,11358,大乔小乔,18
64,35403523,陪你度过漫长岁月,2116,陈奕迅,18
65,30706076,Goodbye,1050326,Who Is Fancy,18
66,229118,偿还,7570,邓丽君,18
67,26427666,我说今晚月光那么美,你说是的,711683,好妹妹,18
68,4875077,听见,203162,方雅贤,18
69,108864,突然累了,3684,林俊杰,18
70,26494257,哥歌,9608,王菀之,17
71,27694145,当你,3348,回音哥,17
72,2788529,Loving Strangers,61082,Jocelyn Pook/Russian Red,17
73,120255,彩虹天堂,3737,刘畊宏,17
74,277690,真的吗,8926,莫文蔚,17
75,209580,我恨我爱你 (live),7219,蔡依林,16
76,28754100,偏执面,10559,张惠妹/蛋堡,16
77,29794920,其实我们值得幸福,10199,杨丞琳,16
78,169140,几个你,5781,薛之谦,16
79,223715,漂洋过海来看你,7534,丁当,16
80,64677,多少,2116,陈奕迅,16
81,28767073,从未到过的地方,9606,王心凌,16
82,25657282,Marry You,178059,Bruno Mars,16
83,176047,让,6066,杨宗纬,16
84,26902925,爱深过做人,9605,卫兰,16
85,28784283,不再说分手,9608,王菀之,16
86,26199445,The Phoenix,56782,Fall Out Boy,15
87,29947420,Fade,1045123,Alan Walker,15
88,28208046,Say Something,843001,A Great Big World,15
89,150512,飞机场的10:30,5196,陶喆,15
90,27804029,走在冷风中,784453,刘思涵,15
91,27483203,失忆蝴蝶,2116,陈奕迅,15
92,4873542,Be Your Superman,28085561,JZN,15
93,28082570,Talk Dirty,35511,Jason Derulo,15
94,4132379,I Hate Myself for Loving You,94968,Joan Jett & the Blackhearts,15
95,550277,heavenly days,15988,新垣結衣,15
96,28918348,下个转弯是你吗,10199,杨丞琳,15
97,108958,翅膀,3684,林俊杰,15
98,29814898,可惜没如果,3684,林俊杰,15
99,29827237,喜帖街(live),2116,陈奕迅,14
100,186513,私奔,6458,郑钧,14
