52894205,4433
1,1382781100,The Man,44266,Taylor Swift,100
2,1382778514,Lover,44266,Taylor Swift,100
3,1456353127,写作业专用BGM,29649899,学习音乐,66
4,1456353126,学习一整天,29649899,学习音乐,66
5,1456352915,舒缓放松,29649899,学习音乐,66
6,1456352914,集中注意力,29649899,学习音乐,66
7,1382781434,Death By A Thousand Cuts,44266,Taylor Swift,66
8,1382781399,Miss Americana & The Heartbreak Prince,44266,Taylor Swift,66
9,1382781397,I Think He Knows,44266,Taylor Swift,66
10,1382778878,Cornelia Street,44266,Taylor Swift,66
11,1382778829,The Archer,44266,Taylor Swift,66
12,1456353125,白噪音自习室,29649899,学习音乐,50
13,1456352918,静心向,29649899,学习音乐,50
14,1456352917,高效的学习,29649899,学习音乐,50
15,1456352916,伴学计划,29649899,学习音乐,50
16,1382781478,Soon You’ll Get Better,44266,Taylor Swift/The Chicks,50
17,1382781444,London Boy,44266,Taylor Swift,50
18,1382781417,Paper Rings,44266,Taylor Swift,50
19,1382576173,Cruel Summer,44266,Taylor Swift,50
20,667181,Piano Sonata No.16 in C, K.545Sonata facile:1. Allegro,18131,内田光子,33
21,5276804,D大调小步舞曲,36490,Johann Sebastian Bach,33
22,461347998,Something Just Like This,893484,The Chainsmokers/Coldplay,33
23,423228325,Closer,893484,The Chainsmokers/Halsey,33
24,422132597,尘埃,9621,王菲,33
25,33638506,Orchestral Suite No. 2 in B minor, BWV 1067: IV.Polonaise,34973,Herbert von Karajan,33
26,328026,坏了,10572,张芸京,33
27,299650,百年孤寂,9621,王菲,33
28,299644,催眠,9621,王菲,33
29,27471629,Violin Concerto in A Minor, BWV 1041: III. Allegro assai,9985,西崎崇子/Capella Istropolitana/,33
30,27471615,Clavierbüchlein for Anna Magdalena Bach, Book 2, BWV Anh. 113-132: Minuet in G Major, BWV Anh 114,12544125,,33
31,25821518,Concerto for 2 Violins, Strings, and Continuo in D minor, BWV 1043:1. Vivace,28702,Arthur Grumiaux//////,33
32,25726987,Concert No. 1 in G Major: 2. Allemande (Legerement),28609837,Josef Ulsamer/Christiane Jaccottet,33
33,25726985,Concert No. 1 in G Major: 6. Menuet En Trio,28609837,Josef Ulsamer/Christiane Jaccottet,33
34,25726980,Concert No. 1 in G Major: 5. Gigue (Legerement),28609837,Josef Ulsamer/Christiane Jaccottet,33
35,1779300,Concerto for Piano and Orchestra No.23 in A major,K.488:Allegro assa,40049,Maurizio Pollini,33
36,1456353131,学习力爆棚,29649899,学习音乐,33
37,1456353130,改善记忆力,29649899,学习音乐,33
38,1456353128,安静的教室,29649899,学习音乐,33
39,1456352924,提高记忆力,29649899,学习音乐,33
40,1456352923,氛围超好,29649899,学习音乐,33
41,1456352922,独自学习也快乐,29649899,学习音乐,33
42,1456352920,微风吹拂,29649899,学习音乐,33
43,1401671455,Love Is Gone (feat. Dylan Matthew) (Acoustic),1137239,SLANDER/Dylan Matthew,33
44,1382781549,ME! (Feat. Brendon Urie Of Panic! At The Disco),44266,Taylor Swift/Brendon Urie,33
45,1382781546,Afterglow,44266,Taylor Swift,33
46,1382781502,False God,44266,Taylor Swift,33
47,1382778973,You Need To Calm Down,44266,Taylor Swift,33
48,862102221,in love,12468266,vietra,16
49,563733742,Trampoline,12086115,Shaed,16
50,545350938,NUMB,12107961,XXXTENTACION,16
51,5211615,Concerto for 2 Violins in E-Flat Major, RV 515: I. Allegro,239137,Helicon/Jaap Schröder/Stanley Ritchie//,16
52,5211613,Trio Sonata in G Minor, Op. 1 No. 1, RV 73: IV. Capriccio,239137,Helicon/Jaap Schröder/Stanley Ritchie//,16
53,5211609,Sinfonia in C Major, RV 116: III. Presto,132670,Tafelmusik Baroque Orchestra/Helicon/Antonio Vivaldi,16
54,5211607,Sinfonia in C Major, RV 116: I. Allegro molto,239137,Helicon/Albert Fuller/Antonio Vivaldi,16
55,5211604,Ouverture-Suite in B-Flat Major, TWV 55:B1: II. Bergerie,132670,Tafelmusik Baroque Orchestra//,16
56,5211599,Abdelazar, Z. 570: IX. Air,132670,Tafelmusik Baroque Orchestra/Jeanne Lamon/Henry Purcell,16
57,5211588,Solomon, HWV 67, Act III: Sinfonia, "Arrival of the Queen of Sheba",132670,Tafelmusik Baroque Orchestra//,16
58,519023684,Alan Walker-Legends Never Die( AJonnyCool Bootleg)（AJonnyCool remix）,12282902,AJonnyCool,16
59,501133798,Jocelyn Flores,12107961,XXXTENTACION,16
60,472045959,The Cure,64147,Lady Gaga,16
61,468517654,动物世界,5781,薛之谦,16
62,463352828,Right Now (Na Na Na),12088032,Am1r,16
63,442314991,凉城,9255,任然,16
64,440208476,That Girl,41034,Olly Murs,16
65,428203132,Shutterbug,12107487,Glenna,16
66,428172908,1000 Nights,12031244,Frenship,16
67,424995410,Homage,11992195,Mild High Club,16
68,416700932,Whiskey and Morphine,1181562,Alexander Jean,16
69,415792881,刚刚好,5781,薛之谦,16
70,4153366,Numb,95439,Linkin Park,16
71,410802679,Lot To Learn,847338,Luke Christopher,16
72,409872643,守护天使,9621,王菲,16
73,409031704,Ain't Your Mama,60932,Jennifer Lopez,16
74,4071236,You,92504,Future of Forestry,16
75,406346416,海盗,7219,蔡依林/周杰伦,16
76,402073936,Adventure Of A Lifetime (Matoma Remix),1054100,Matoma/Coldplay,16
77,401249910,We Don't Talk Anymore,90331,Charlie Puth/Selena Gomez,16
78,3986017,Viva La Vida,89365,Coldplay,16
79,375777,河滨公园,12709,S.H.E,16
80,3558650,With Tomorrow (remastered),78213,This Mortal Coil,16
81,354595,光芒,11562,F.I.R.,16
82,35301134,Heroes (We Could Be),768065,Tove Lo/Alesso,16
83,34200871,The One That Got Away,45129,Troye Sivan,16
84,33035577,Forgettable,776674,Project 46/Olivia,16
85,32924132,红颜旧,704004,刘涛,16
86,32712819,我要快乐,10559,张惠妹,16
87,32507551,想要你知道,1040196,许亚童,16
88,31010566,Sold Out,34518,Hawk Nelson,16
89,30953009,See You Again,46006,Wiz Khalifa/Charlie Puth,16
90,300833,微风细雨,9621,王菲,16
91,300451,只愿为你守着约,9621,王菲,16
92,300350,眷恋,9621,王菲,16
93,300333,天空,9621,王菲,16
94,300210,流星,9621,王菲,16
95,300152,分裂,9621,王菲,16
96,300129,矜持,9621,王菲,16
97,300055,你快乐(所以我快乐),9621,王菲,16
98,299925,小聪明,9621,王菲,16
99,299907,色诫,9621,王菲,16
100,299901,感情生活,9621,王菲,16
