31042142,1465
1,16677664,Prison,95663,Lord of the Lost,100
2,4377945,You,102738,The Pretty Reckless,84
3,29538021,Long moment,774006,saisa,69
4,794035,C.h.a.o.s.m.y.t.h.,20878,ONE OK ROCK,61
5,16677683,See You Soon,95663,Lord of the Lost,53
6,27743699,Credo,95663,Lord of the Lost,53
7,4377977,Zombie,102738,The Pretty Reckless,53
8,4377940,Nothing Left To Lose,102738,The Pretty Reckless,53
9,29544105,Aftermath,774006,saisa,53
10,27588219,Whalesong,190497,萨满,53
11,27013558,Devil's Night,96690,Motionless in White,53
12,1477995,Killafornia,35345,John 5,53
13,4377882,Under the Water,102738,The Pretty Reckless,53
14,26121811,Clock Strikes,20878,ONE OK ROCK,46
15,20503557,Welcome to the Family,85526,Avenged Sevenfold,46
16,28815370,Mighty Long Fall,20878,ONE OK ROCK,46
17,1935910,Wait And Bleed,42941,Slipknot,46
18,21616319,People = ****,42941,Slipknot,46
19,20503641,Dear God,85526,Avenged Sevenfold,46
20,29544107,Longing for your touch,774006,saisa,46
21,108473,黑武士,3684,林俊杰,46
22,19184896,Lost In Life,99998,Sirenia,46
23,29814898,可惜没如果,3684,林俊杰,46
24,29774171,新地球,3684,林俊杰,46
25,28164934,Away,100529,Sleep Dealer,46
26,20503612,Seize the Day,85526,Avenged Sevenfold,38
27,29483042,10.08.14 (Blood Moon),93782,Hammock,38
28,18210647,Torch Song,70820,Priscilla Ahn,38
29,26145006,Still Into You,41129,Paramore,38
30,18367841,Cloud Connected,60354,In Flames,38
31,26626399,This Empty Space Returns Your Solitude,774006,saisa,38
32,20503676,So Far Away,85526,Avenged Sevenfold,38
33,17068719,Everytime I Die,50888,Children of Bodom,38
34,27013559,A-M-E-R-I-C-A (featuring Michael Vampire of Vampires Everywhere!),96690,Motionless in White,38
35,28562141,Never Forgive, Never Forget,85507,Arch Enemy,38
36,26095964,The Beginning,20878,ONE OK ROCK,38
37,19564883,Just Tonight,102738,The Pretty Reckless,38
38,1935905,Eyeless,42941,Slipknot,38
39,20503555,Nightmare,85526,Avenged Sevenfold,38
40,1820884,Crushcrushcrush,41129,Paramore,38
41,794039,Mr.現代Speaker,20878,ONE OK ROCK,30
42,27090435,Deeper Deeper,20878,ONE OK ROCK,30
43,20503639,A Little Piece Of Heaven,85526,Avenged Sevenfold,30
44,1820874,When It Rains,41129,Paramore,30
45,1820870,Misery Business,41129,Paramore,30
46,1820649,Ignorance,41129,Paramore,30
47,1820531,Playing God,41129,Paramore,30
48,16494139,Il Mostro,85521,Ashram,30
49,794134,Wherever you are,20878,ONE OK ROCK,30
50,794080,Re:make,20878,ONE OK ROCK,30
51,4377971,My Medicine,102738,The Pretty Reckless,30
52,343008,黄金时间,10996,AK(AK47)乐队,30
53,5049511,The Only,74641,StaticX,30
54,28600937,Afterlife,95663,Lord of the Lost,30
55,29307021,Man on a Wire,102028,The Script,30
56,22725038,Love at First Sight,19440,Fear, and Loathing in Las Vegas,30
57,21256184,You're So Vain,96268,Marilyn Manson/Johnny Depp,30
58,4017976,Dream Oblivion,90521,Dark Tranquillity,30
59,28406327,Kissing the Ring of angel,905276,黑戒,30
60,26626398,Lycoris,774006,saisa,30
61,29544104,Agitator,774006,saisa,30
62,16677676,Die Tomorrow,95663,Lord of the Lost,30
63,5041908,Never Say Never,101985,The Fray,30
64,27090432,Juvenile,20878,ONE OK ROCK,23
65,1820866,Thats What You Get,41129,Paramore,23
66,20503630,Afterlife,85526,Avenged Sevenfold,23
67,30590156,Memories,20878,ONE OK ROCK,23
68,1820533,Brick By Boring Brick,41129,Paramore,23
69,26386908,Morning coffee,19005,Casket,23
70,16494144,Elizabeth,85521,Ashram,23
71,16494132,Maria and the Violin's String,85521,Ashram,23
72,16494148,Tango para Mi Padre y Marialuna,85521,Ashram,23
73,354484,霜冻前夜,11565,霜冻前夜,23
74,21616330,Psychosocial,42941,Slipknot,23
75,21256178,Children of Cain,96268,Marilyn Manson,23
76,17149174,Departure Towards a Nautical Curse,89665,Carach Angren,23
77,108478,醉赤壁,3684,林俊杰,23
78,4174272,Sweet Dreams (Are made of This),96268,Marilyn Manson,23
79,28164932,Imminence,100529,Sleep Dealer,23
80,25794011,十秒的冲动,3684,林俊杰,23
81,21256177,The Flowers of Evil,96268,Marilyn Manson,23
82,17166435,Hallowed Be Thy Name,89366,Cradle of Filth,23
83,16505222,Enter the Machine,85507,Arch Enemy,23
84,29544109,I've been waiting forever to hear your voice,774006,saisa,23
85,28281850,BABYMETAL DEATH,18850,BABYMETAL,23
86,26626392,Faith in Ordinary,774006,saisa,23
87,26429184,This Empty Space Return Your Solitude,774006,saisa,23
88,794131,Liar,20878,ONE OK ROCK,23
89,28562145,You Will Know My Name,85507,Arch Enemy,23
90,21256175,Slo-mo-tion,96268,Marilyn Manson,23
91,1789507,Midnight Walker,40436,Norther,23
92,4377968,Make Me Wanna Die,102738,The Pretty Reckless,23
93,25794009,裂缝中的阳光,3684,林俊杰,23
94,21256444,Putting Holes In Happiness,96268,Marilyn Manson,23
95,17166216,Stay (Album Version),89366,Cradle of Filth,23
96,390885,痛苦杀死我吧,13425,液氧罐头,23
97,29544106,Siren,774006,saisa,23
98,19945207,Yue,94763,In Legend,23
99,1789541,Final Countdown,40436,Norther,23
100,30051940,Cry out,20878,ONE OK ROCK,23
