38906283,10542
1,39436201,总是那么傻,5103,孙子涵,100
2,1443880579,一份白糖粿,122455,群星,100
3,1419090486,STARTING OVER,1025192,Little Glee Monster,100
4,863481127,SOUNDS LIKE A LOVE SONG,14270,平井 大,50
5,82203,为你写的歌,2738,方大同,50
6,698951,君の代わり,18771,back number,50
7,554405218,Have It All,35332,Jason Mraz,50
8,543045970,你的样子——《恋与制作人》周棋洛同人曲,12264753,圈同学,50
9,534540206,告白の夜,1193188,Ayasa绚沙,50
10,521749251,言不由衷,9940,徐佳莹,50
11,514701984,Danger Lover,28898296,NONA REEVES/いつか,50
12,482988122,Shape of love,1017071,I Don't Like Mondays.,50
13,467011968,New Day,102002,Take That,50
14,442605178,I & I,12043069,Leola,50
15,441116287,茜さす,16152,Aimer,50
16,431395349,ひとりじゃない,19234,DUFF,50
17,427295303,恋バナ花火,932041,WHITE JAM,50
18,419485202,Say It Again,1105075,Frances,50
19,413812471,Where My Love Goes,96193,Lawson,50
20,37820817,We've Been Here Before,12356706,Matt Beilis,50
21,374612,当我们一起走过,12707,苏打绿,50
22,32803125,サマータイムラブ,1015381,Shiggy Jr.,50
23,31090069,Free Fall,102834,The Workday Release,50
24,29460675,One More Time feat.Matt Cab,787220,安田レイ,50
25,28786310,Hopeless Romantic,962071,Fourth & Coast,50
26,26620885,Love,30777,Cody Simpson/Ziggy Marley,50
27,2308529,Dance with My Father,50893,Celine Dion,50
28,209371,24 Hours,7218,Corrinne May,50
29,191402,寂寞有罪,6476,张智成,50
30,18611621,93 Million Miles,35332,Jason Mraz,50
31,1498040733,Underneath the Tree,62885,Kelly Clarkson,50
32,1496337208,我愿意,1094010,摩登兄弟刘宇宁,50
33,1488291912,Not Tonight (Tomorrow Sounds Good Steve Aoki Remix),3684,林俊杰/Steve Aoki,50
34,1487943652,While I Can,3684,林俊杰,50
35,1466598057,まちがいさがし,159300,米津玄師,50
36,1466019532,夜撫でるメノウ (Ayase ver.),35135807,Ayase,50
37,1462905862,暖味 (nuǎn wèi),12296026,不靠谱组合,50
38,1457704790,周波数,21463,Sekai no Owari,50
39,1417870318,24-25,12154101,iri,50
40,1415505739,Tattoos Together,1057226,Lauv,50
41,1403714053,Repair,45839,Westlife,50
42,1403334556,Mai Tais,44343,Train/Skylar Grey,50
43,1381574484,美女与野兽 (Live),31357997,郑云龙/张超,50
44,1373017842,LOST,12289506,宇野実彩子,50
45,1345141011,恋をしたから,1053279,あいみょん,50
46,1336759808,5.蔡程昱&贾凡&丁辉《今夜感觉我的爱 MIX5_02,;,,50
47,1335639787,僕のこと,1087614,Mrs. GREEN APPLE,50
48,1320649100,不能说的秘密 (Live),3684,林俊杰,50
49,1305703732,Lie,954456,當山みれい,50
