27896573,326177,46490,Avril Lavigne,2662056,Avril Lavigne (Expanded Edition)
作词 : David hodges/Avril Lavigne,作曲 : David hodges/Avril Lavigne,I didn't mean to kiss you,我并非有意吻你,You didn't mean to fall in love,你亦是无意中爱上了我,I never meant to hurt you,我绝非刻意去伤害你,We never meant for it to mean this much,我们也未曾料到 爱会如此沉重,Hush hush now,此刻 保持静默吧,I wanted to keep you,多想留在你身边,Forever next to me,多想让你永远待在我身边,You know that I still do,你知晓我的执著,And all I wanted was to believe,我想要的一切 只是去相信,Hush hush now,此刻 保持静默吧,So go on, live your life,放手吧 继续你的生活,So go on, say goodbye,放手吧 就此挥手告别,So many questions but I don't ask why,即使无数疑问涌在心头 我却不想知道答案了,So this time I won't even try,这次我不会再去挽留,Hush hush now,就这样 保持静默吧,,When I try to forget you,我努力将你驱逐出我的脑海,I just keep on remembering,可我却一直在回忆当初,What we had was so true,我们的爱曾经那么真挚,But somewhere we lost everything,可不知何时 我们失去了一切,Hush hush now,此刻 保持静默吧,So go on, live your life,放手吧 继续你的生活,So go on, say goodbye,放手吧 就此挥手告别,So many questions but I don't ask why,即使无数疑问涌在心头 我却不想知道答案了,No,不想知道,So go on, live your life,放手吧 继续你的生活,So go on and say goodbye,放手吧 就此挥手告别吧,So many questions but I don't ask why,即使无数疑问涌在心头 我却不想知道答案了,Maybe someday but not tonight,也许是在今晚之后 在不久的将来,Hush hush now,此刻 保持静默吧,Don't, don't, don't you ever say a word, word,难道 难道 难道你真的无话可说,Of what you ever thought you heard, heard,关于你所听到的那些流言蜚语,Don't you ever tell a soul,难道你不曾告诉过任何一个人,That you know,你是知道的,I tried to hide but I still believe,我曾尝试将其藏匿心底 只因我曾坚信,We, that we were always meant to be, be,我们曾命中注定厮守一生,But I could never let you go, no,我真的不愿让你离开 不要离开,Hush hush now,此刻 保持静默吧,So go on, live your life,不要回头 继续你的生活吧,So go on and say goodbye,不要回头 就此挥手告别吧,So many questions but I don't ask why,即使有无数疑问涌在心头 我也不想知道答案了,No,不想知道了,So go on, live your life,不要回头 继续自己的生活吧,So go on and say goodbye,不要回头 就此挥手告别吧,So many questions but I don't ask why,即使心头有无数疑问 我也不想知道答案了,Maybe someday but not tonight,也许是在今晚之后 在不久的将来,Hush hush now,此刻 保持静默吧,Hush hush now,保持静默吧
