3202857888,1669819356,脚下那烂泥,对于伍佰来说应该是悲哀吧，一位有实力的歌手打拼了这么多年，却因为一个电视剧翻红。,10129,3月13日 18:50
5180058886,611875242,lllK9999,在听,0,8分钟前
5180019975,433291701,懒懒陛下,对，特别是晚上夜深人静的时候听很有感觉！,0,9分钟前
5179998177,1696168436,哒咚咚哒哒咚咚哒,快一年了,0,53分钟前
5179879608,283632443,KA大人,五条人这一次燃爆此歌,0,16:38
5179866569,1672408511,B赛B赛佛罗密,明天19了啊，真快,1,16:35
5179999858,272265138,劳资是个沙雕,在KTV唱这个被说是老干部了 21的老干部呢,0,16:03
5179938105,288434351,喻言今天娶我了吗,我还在,0,15:27
5179950053,548564561,AJ命里无时莫强求,12月还有人在听吧?,1,15:20
5179929884,127876064,JINT233,也没有人爱莫啊,0,14:41
5179865878,128680270,小妖女JO,被彭彭洗脑后来报道！真香,1,14:31
5179806873,1314128473,一只叫蒋丞的猫,会计真的让人头秃,0,14:16
5179880751,262489959,一人份的新疆大盘鸡,在听,0,14:14
5179737930,515921853,陈词滥语,還在聽,0,12:34
5179674893,3392887515,拽吊Love猜心,有,1,12:10
5179579606,297463553,守望心安ZC,我之前一段时间集中刷了四五遍～,1,11:53
5179599080,263547331,梦是你的名字,十二月了 我在听,3,10:31
5179575230,1310764416,hello我是DY,希望我们能好好的在一起。,0,10:24
5179589813,3231992341,啊威尔逊,越听越上头,0,09:13
5179482585,470040284,深潭溦澜,在,0,08:18
5179542038,52592441,挠秃头的论文狗,试了一下，并没有穿越,0,08:14
